slug,type,author,title,series,number
flatlander-niven,book,Larry Niven,Flatlander,,
footfall-niven-jerry-pournelle,book,Larry Niven,Footfall,,
ringworld-niven,book,Larry Niven,Ringworld,,
the-gripping-hand-niven-jerry-pournelle,book,Larry Niven,The Gripping Hand,,
the-mote-in-gods-eye-niven-jerry-pournelle,book,Larry Niven,The Mote in God's Eye,,
saigon-for-a-song-the-true-story-of-a-vietnam-gig-to-remember-noel,book,Reuben Noel,Saigon for a Song : The True Story of a Vietnam Gig to Remember,,
the-design-of-everyday-things-norman,book,Donald A. Norman,The Design of Everyday Things,,
the-first-fifteen-lives-of-harry-august-north,book,Claire North,The First Fifteen Lives of Harry August,,
a-deadly-education-novik,book,Naomi Novik,A Deadly Education,Scholomance,1
his-majestys-dragon-novik,book,Naomi Novik,His Majesty's Dragon,,
the-golden-enclaves-novik,book,Naomi Novik,The Golden Enclaves,Scholomance,3
the-last-graduate-novik,book,Naomi Novik,The Last Graduate,Scholomance,2
uprooted-novik,book,Naomi Novik,Uprooted,,
desolation-island-obrian,audiobook,Patrick O'Brian,Desolation Island,Aubrey–Maturin,5
hms-surprise-obrian,book,Patrick O'Brian,H.M.S. Surprise,Aubrey–Maturin,3
master-commander-obrian,book,Patrick O'Brian,Master & Commander,Aubrey–Maturin,1
post-captain-obrian,book,Patrick O'Brian,Post Captain,Aubrey–Maturin,2
the-far-side-of-the-world-obrian-vance,audiobook,Patrick O'Brian,The Far Side of the World,Aubrey–Maturin,10
the-fortune-of-war-obrian,audiobook,Patrick O'Brian,The Fortune of War,Aubrey–Maturin,6
the-ionian-mission-obrian,audiobook,Patrick O'Brian,The Ionian Mission,Aubrey–Maturin,8
the-mauritius-command-obrian,audiobook,Patrick O'Brian,The Mauritius Command,Aubrey–Maturin,4
the-surgeons-mate-obrian,audiobook,Patrick O'Brian,The Surgeon's Mate,Aubrey–Maturin,7
treasons-harbour-obrian-vance,audiobook,Patrick O'Brian,Treason's Harbour,Aubrey–Maturin,9
going-after-cacciato-obrien,book,Tim O'Brien,Going After Cacciato,,
the-things-they-carried-obrien,book,Tim O'Brien,The Things They Carried,,
michael-collins-and-the-troubles-oconnor,book,Ulick O'Connor,Michael Collins and the Troubles,,
pagans-the-end-of-traditional-religion-and-the-rise-of-christianity-odonnell,book,James J. O'Donnell,Pagans: The End of Traditional Religion and the Rise of Christianity,,
velocity-weapon-okeefe,book,Megan E. O'Keefe,Velocity Weapon,,
chaos-oneill-oneill,audiobook,Tom O'Neill,"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties",,
those-who-trespass-a-novel-of-television-and-murder-oreilly,book,Bill O'Reilly,Those Who Trespass: A Novel of Television and Murder,,
ready-set-go-a-gentle-parenting-guide-to-calmer-quicker-potty-training-ockwell-smith,book,Sarah Ockwell-Smith,"Ready, Set, Go!: A Gentle Parenting Guide to Calmer, Quicker Potty Training",,
a-haunt-for-jackals-odom,book,J.L. Odom,A Haunt for Jackals,Land of Exiles,2
by-blood-by-salt-odom,book,J.L. Odom,"By Blood, by Salt",Land of Exiles,1
descendant-of-war-ogden,book,G.J. Ogden,Descendant of War,,
fighter-pilot-the-memoirs-of-legendary-ace-robin-olds-olds-ed-rasimus,book,Robin Olds,Fighter Pilot: The Memoirs of Legendary Ace Robin Olds,,
distinguishing-disability-parents-privilege-and-special-education-ong-dean,book,Colin Ong-Dean,"Distinguishing Disability: Parents, Privilege, and Special Education",,
guillotine-opie,book,Robert Frederick Opie,Guillotine,,
six-days-of-war-june-1967-and-the-making-of-the-modern-middle-east-oren,book,Michael B. Oren,Six Days of War: June 1967 and the Making of the Modern Middle East,,
merchants-of-doubt-how-a-handful-of-scientists-obscured-the-truth-on-issues-from-tobacco-smoke-to-global-warming-oreskes-erik-m-conway,book,Naomi Oreskes,Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming,,
the-collapse-of-western-civilization-a-view-from-the-future-oreskes-erik-m-conway,book,Naomi Oreskes,The Collapse of Western Civilization: A View from the Future,,
the-software-engineers-guidebook-navigating-senior-tech-lead-and-staff-engineer-positions-at-tech-companies-and-startups-orosz,book,Gergely Orosz,"The Software Engineer's Guidebook: Navigating senior, tech lead, and staff engineer positions at tech companies and startups",,
science-strategy-and-war-strategy-and-history-osinga,book,Frans P.B. Osinga,"Science, Strategy and War (Strategy and History)",,
lbj-and-mcnamara-the-vietnam-partnership-destined-to-fail-osnos,book,Peter L.W. Osnos,LBJ and McNamara: The Vietnam Partnership Destined to Fail,,
cribsheet-a-data-driven-guide-to-better-more-relaxed-parenting-from-birth-to-preschool-oster,book,Emily Oster,"Cribsheet: A Data-Driven Guide to Better, More Relaxed Parenting, from Birth to Preschool",,
expecting-better-why-the-conventional-pregnancy-wisdom-is-wrong-and-what-you-really-need-to-know-oster,book,Emily Oster,Expecting Better: Why the Conventional Pregnancy Wisdom is Wrong - and What You Really Need to Know,,
understanding-institutional-diversity-princeton-paperbacks-ostrom,book,Elinor Ostrom,Understanding Institutional Diversity (Princeton Paperbacks),,
why-the-allies-won-overy,book,Richard Overy,Why the Allies Won,,
war-beneath-the-sea-padfield,book,Peter Padfield,War Beneath The Sea,,
trevor-paglen-paglen,book,Trevor Paglen,"From the Archives of Peter Merlin, Aviation Archaeologist",,
recoding-america-why-government-is-failing-in-the-digital-age-and-how-we-can-do-better-pahlka,book,Jennifer Pahlka,Recoding America: Why Government Is Failing in the Digital Age and How We Can Do Better,,
perhaps-the-stars-palmer,book,Ada Palmer,Perhaps the Stars,Terra Ignota,4
seven-surrenders-palmer,book,Ada Palmer,Seven Surrenders,Terra Ignota,2
the-will-to-battle-palmer,book,Ada Palmer,The Will to Battle,Terra Ignota,3
too-like-the-lightning-palmer,book,Ada Palmer,Too Like the Lightning,Terra Ignota,1
i-just-want-this-done-how-smart-successful-people-get-divorced-without-losing-their-kids-money-and-minds-palmer,book,Raiford Dalton Palmer,"I Just Want This Done: How Smart, Successful People Get Divorced Without Losing Their Kids, Money, and Minds",,
volta-science-and-culture-in-the-age-of-enlightenment-pancaldi,book,Giuliano Pancaldi,Volta: Science and Culture in the Age of Enlightenment,,
a-practical-guide-to-conquering-the-world-parker,book,K. J. Parker,A Practical Guide to Conquering the World,The Siege,3
devices-and-desires-parker,book,K.J. Parker,Devices and Desires,,
how-to-rule-an-empire-and-get-away-with-it-parker,book,K.J. Parker,How to Rule an Empire and Get Away with It,The Siege,2
sixteen-ways-to-defend-a-walled-city-parker,book,K.J. Parker,Sixteen Ways to Defend a Walled City,The Siege,1
the-art-of-gathering-how-we-meet-and-why-it-matters-parker,book,Priya Parker,The Art of Gathering: How We Meet and Why It Matters,,
a-game-of-birds-and-wolves-the-ingenious-young-women-whose-secret-board-game-helped-win-world-war-ii-parkin,book,Simon Parkin,A Game of Birds and Wolves: The Ingenious Young Women Whose Secret Board Game Helped Win World War II,,
sog-medic-stories-from-vietnam-and-over-the-fence-parnar-robert-dumont,book,Joe Parnar,SOG Medic: Stories from Vietnam and Over the Fence,,
shattered-sword-the-untold-story-of-the-battle-of-midway-parshall-anthony-p-tully,book,Jonathan Parshall,Shattered Sword: The Untold Story of the Battle of Midway,,
prevail-the-inspiring-story-of-ethiopias-victory-over-mussolinis-invasion-1935-1941-pearce,book,Jeff Pearce,"Prevail: The Inspiring Story of Ethiopia's Victory over Mussolini's Invasion, 1935-1941",,
the-central-intelligence-agency-and-overhead-reconnaissance-the-u-2-and-oxcart-programs-1954-1974-pedlow-donald-e-welzenbach,book,Gregory W. Pedlow,"The Central Intelligence Agency and Overhead Reconnaissance: The U-2 and OXCART Programs, 1954-1974",,
gunpowder-moon-pedreira,book,David Pedreira,Gunpowder Moon,,
omon-ra-pelevin-andrew-bromfield,book,Victor Pelevin,Omon Ra,,
mood-machine-the-rise-of-spotify-and-the-costs-of-the-perfect-playlist-pelly,book,Liz Pelly,Mood Machine: The Rise of Spotify and the Costs of the Perfect Playlist,,
licensed-to-kill-hired-guns-in-the-war-on-terror-pelton,book,Robert Young Pelton,Licensed to Kill: Hired Guns in the War on Terror,,
strange-angel-the-otherworldly-life-of-rocket-scientist-john-whiteside-parsons-a-portrait-of-the-jpl-founder-genius-rocketry-and-the-occult-pendle,book,George Pendle,"Strange Angel: The Otherworldly Life of Rocket Scientist John Whiteside Parsons – A Portrait of the JPL Founder: Genius, Rocketry, and the Occult",,
architecture-patterns-with-python-enabling-test-driven-development-domain-driven-design-and-event-driven-microservices-percival-bob-gregory,book,Harry Percival,"Architecture Patterns with Python: Enabling Test-Driven Development, Domain-Driven Design, and Event-Driven Microservices",,
mating-in-captivity-reconciling-the-erotic-and-the-domestic-perel,book,Esther Perel,Mating in Captivity: Reconciling the Erotic and the Domestic,,
the-art-of-wargaming-a-guide-for-professionals-and-hobbyists-perla,book,Peter P. Perla,The Art of Wargaming: A Guide for Professionals and Hobbyists,,
favela-four-decades-of-living-on-the-edge-in-rio-de-janeiro-perlman-fernando-henrique-cardoso,book,Janice Perlman,Favela: Four Decades of Living on the Edge in Rio de Janeiro,,
normal-accidents-living-with-high-risk-technologies-perrow,book,Charles Perrow,Normal Accidents: Living with High-Risk Technologies,,
the-art-of-procrastination-a-guide-to-effective-dawdling-lollygagging-and-postponing-perry,book,John Perry,"The Art of Procrastination: A Guide to Effective Dawdling, Lollygagging and Postponing",,
how-not-to-network-a-nation-the-uneasy-history-of-the-soviet-internet-information-policy-peters,book,Benjamin Peters,How Not to Network a Nation: The Uneasy History of the Soviet Internet (Information Policy),,
the-war-in-2020-peters,book,Ralph Peters,The War in 2020,,
game-wizards-the-epic-battle-for-dungeons-dragons-game-histories-peterson,rpg,Jon Peterson,Game Wizards: The Epic Battle for Dungeons & Dragons (Game Histories),,
thomas-sebeok-and-the-signs-of-life-petrilli-augusto-ponzio,book,Susan Petrilli,Thomas Sebeok and the Signs of Life,,
when-experiments-travel-clinical-trials-and-the-global-search-for-human-subjects-petryna,book,Adriana Petryna,When Experiments Travel: Clinical Trials and the Global Search for Human Subjects,,
the-invention-of-news-how-the-world-came-to-know-about-itself-pettegree,book,Andrew Pettegree,The Invention of News: How the World Came to Know About Itself,,
the-cardinals-blades-pevel-jon-sullivan,book,Pierre Pevel,The Cardinal's Blades,,
modern-perspectives-on-game-design-studies-in-game-design-book-2-phillies-tom-vasel,book,George D.J. Phillies,Modern Perspectives on Game Design (Studies in Game Design Book 2),,
james-tiptree-jr-the-double-life-of-alice-b-sheldon-phillips,book,Julie Phillips,"James Tiptree, Jr.: The Double Life of Alice B. Sheldon",,
this-is-why-we-cant-have-nice-things-mapping-the-relationship-between-online-trolling-and-mainstream-culture-information-society-series-phillips,book,Whitney Phillips,This Is Why We Can't Have Nice Things: Mapping the Relationship Between Online Trolling and Mainstream Culture (Information Society Series),,
night-of-the-silver-stars-the-battle-of-lang-vei-phillips,book,William R. Phillips,Night of the Silver Stars: The Battle of Lang Vei,,
education-in-the-age-of-biocapitalism-optimizing-educational-life-for-a-flat-world-pierce,book,Clayton Pierce,Education in the Age of Biocapitalism: Optimizing Educational Life for a Flat World,,
woman-on-the-edge-of-time-piercy,book,Marge Piercy,Woman on the Edge of Time,,
pavn-peoples-army-of-vietnam-pike,book,Douglas Pike,PAVN: People's Army of Vietnam,,
5-novels-alan-mendelsohn-the-boy-from-mars-slaves-of-spiegel-the-snarkout-boys-and-the-avocado-of-death-the-last-guru-young-adult-novel-pinkwater-jules-feiffer,book,Daniel Pinkwater,"5 Novels: Alan Mendelsohn, the Boy from Mars / Slaves of Spiegel / The Snarkout Boys and the Avocado of Death / The Last Guru / Young Adult Novel",,
for-the-love-of-men-a-new-vision-for-mindful-masculinity-plank,book,Liz Plank,For the Love of Men: A New Vision for Mindful Masculinity,,
sog-secret-wars-of-americas-commandos-in-vietnam-plaster,book,John L. Plaster,SOG: Secret Wars of America's Commandos in Vietnam,,
astrobiology-a-brief-introduction-plaxco-michael-gross,book,Kevin W. Plaxco,Astrobiology: A Brief Introduction,,
the-tsars-last-armada-the-epic-journey-to-the-battle-of-tsushima-pleshakov,book,Constantine Pleshakov,The Tsar's Last Armada: The Epic Journey to the Battle of Tsushima,,
im-no-hero-a-pow-story-as-told-to-glen-dewerff-plumb-glen-dewerff,book,Charlie Plumb,I'm No Hero: A Pow Story As Told to Glen DeWerff,,
gateway-pohl,book,Frederik Pohl,Gateway,,
low-town-polansky,book,Daniel Polansky,Low Town,,
tomorrow-the-killing-polansky,book,Daniel Polansky,"Tomorrow, the Killing",,
the-great-transformation-the-political-and-economic-origins-of-our-time-polanyi,book,Karl Polanyi,The Great Transformation: The Political and Economic Origins of Our Time,,
the-poliquin-principles-successful-methods-for-strength-and-mass-development-poliquin,book,Charles Poliquin,The Poliquin Principles: Successful Methods for Strength and Mass Development,,
catastrophe-risk-and-response-posner,book,Richard A. Posner,Catastrophe: Risk and Response,,
the-chosen-potok,book,Chaim Potok,The Chosen,,
on-stranger-tides-powers,book,Tim Powers,On Stranger Tides,,
first-cosmic-velocity-powers,book,Zach Powers,First Cosmic Velocity,,
lost-crusader-the-secret-wars-of-cia-director-william-colby-prados,book,John Prados,Lost Crusader: The Secret Wars of CIA Director William Colby,,
target-tokyo-the-story-of-the-sorge-spy-ring-prange-donald-m-goldstein,book,Gordon W. Prange,Target Tokyo: The Story of the Sorge Spy Ring,,
a-blink-of-the-screen-collected-shorter-fiction-pratchett-as-byatt,book,Terry Pratchett,A Blink of the Screen: Collected Shorter Fiction,,
carpe-jugulum-pratchett,book,Terry Pratchett,Carpe Jugulum,23,
feet-of-clay-pratchett,book,Terry Pratchett,Feet of Clay,19,
going-postal-pratchett,book,Terry Pratchett,Going Postal,33,
hogfather-pratchett,book,Terry Pratchett,Hogfather,20,
jingo-pratchett,book,Terry Pratchett,Jingo,21,
lords-and-ladies-pratchett,book,Terry Pratchett,Lords and Ladies,14,
reaper-man-pratchett,book,Terry Pratchett,Reaper Man,11,
small-gods-pratchett,book,Terry Pratchett,Small Gods,13,
the-amazing-maurice-and-his-educated-rodents-pratchett,book,Terry Pratchett,The Amazing Maurice and His Educated Rodents,28,
the-last-hero-pratchett-paul-kidby,book,Terry Pratchett,The Last Hero,27,
the-science-of-discworld-pratchett-ian-stewart,book,Terry Pratchett,The Science of Discworld,,
thief-of-time-pratchett,book,Terry Pratchett,Thief of Time,26,
gates-of-fire-pressfield,book,Steven Pressfield,Gates of Fire,,
the-war-of-art-pressfield-robert-mckee,book,Steven Pressfield,The War of Art,,
worlds-worst-warships-more-than-140-years-of-naval-disasters-preston,book,Antony Preston,World's Worst Warships: More Than 140 Years of Naval Disasters,,
the-encyclopedia-of-sea-warfare-from-the-first-ironclads-to-the-present-day-preston,book,Capt Donald MacIntyre D.S.O D.S.C. &Antony Preston,The Encyclopedia of Sea Warfare: From the First Ironclads to the Present Day,,
unmasking-autism-discovering-the-new-faces-of-neurodiversity-price,book,Devon Price,Unmasking Autism: Discovering the New Faces of Neurodiversity,,
leverage-rpg-grifters-and-masterminds-productions-cam-banks,rpg,Margaret Weis Productions,Leverage RPG: Grifters and Masterminds,,
focus-group-practice-puchta-jonathan-potter,book,Claudia Puchta,Focus Group Practice,,
design-meets-disability-pullin,book,Graham Pullin,Design Meets Disability,,
spying-on-whales-the-past-present-and-future-of-earths-most-awesome-creatures-pyenson,book,Nick Pyenson,"Spying on Whales: The Past, Present, and Future of Earth's Most Awesome Creatures",,
ernies-war-the-best-of-ernie-pyles-world-war-ii-dispatches-pyle-david-nichols,book,Ernie Pyle,Ernie's War: The Best of Ernie Pyle's World War II Dispatches,,
the-hangmans-daughter-potzsch-lee-chadeayne,book,Oliver Pötzsch,The Hangman's Daughter,,
valuable-humans-in-transit-and-other-stories-qntm-sam-hughes,book,qntm qntm,Valuable Humans in Transit and Other Stories,,
dreamland-the-true-tale-of-americas-opiate-epidemic-quinones,book,Sam Quinones,Dreamland: The True Tale of America's Opiate Epidemic,,
